,commit id,categories,commit_message
219,eb51de4,"['Testing', 'Bug fix']","ZOOKEEPER-1046: Creating a new sequential node results in a ZNODEEXISTS error

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1138957 13f79535-47bb-0310-9956-ffa450edef68
"
220,9be9a3a,"['Testing', 'Feature Add']","ZOOKEEPER-784. Server-side functionality for read-only mode (Sergey Doroshenko via henryr)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1125176 13f79535-47bb-0310-9956-ffa450edef68
"
221,764e34c,"['Testing', 'Bug fix', 'Maintenance']","ZOOKEEPER-355. make validatePath non public in Zookeeper client api. (phunt via mahadev)

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@763799 13f79535-47bb-0310-9956-ffa450edef68
"
222,d1fa7aa,"['Feature Add', 'Bug fix']","ZOOKEEPER-137 client watcher objects can lose events


git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@698734 13f79535-47bb-0310-9956-ffa450edef68
"
223,1d2a786,['Build'],"Fixed the svn-revision and dist ant targets

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@672058 13f79535-47bb-0310-9956-ffa450edef68
"
224,31d99a3,"['Testing', 'Legal']","Fixed ZOOKEEPER-75, addressed some license issues and also removed the cobertura library (gpl). Moved from junit 4.1 to junit 4.4 at the same time (tests still pass).

git-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@677109 13f79535-47bb-0310-9956-ffa450edef68
"
225,70b7156,"['Testing', 'Feature Add']","Type hierarchy binding

Resolve superclasses and interfaces.

For now, only consider types compiled from source.

MOE_MIGRATED_REVID=132078997
"
226,ccf23a6,"['Testing', 'Feature Add']","Write yet another zip implementation

graal's native-image doesn't yet support ZipFile yet:
http://mail.openjdk.java.net/pipermail/graal-dev/2017-August/005039.html

MOE_MIGRATED_REVID=164998012
"
227,f31d607,"['Testing', 'Clean up', 'Maintenance']","Use guava's Gwt{In}Compatible annotations, and remove ours.
"
228,fd43267,"['Testing', 'Feature Add', 'Maintenance']","*mikesamuel/rework-synthetics@2084 | mikesamuel | 2008-08-04 16:51:33 -0800 (Mon, 04 Aug 2008)

Description:

Simplify how synthetics are used in preparation for implementing
Ihab's custom node idea for pluggable code generators.


Goal
====
Ihab pointed out that the current synthetic mechanism combined with
pipelining makes it impossible to make the TCB smaller than all
possible code that a pipeline author could write.

There are a couple existing pipeline stages that generate synthetic
content -- GXP templates for HTML, CSS templates, the HtmlCompiler
code that extracts HTML event handlers.

The goal of this CL is to lay the groundwork for a narrow definition
of synthetic, so that we can have both an extensible pipeline and a
small TCB.


Design
======
Create a few custom nodes with rigorous consistency checks that are
passed through by the DefaultCajaRewriter.

The custom nodes will be part of the TCB, and any user code they
contain must be exposed as children.  At render time, the custom nodes
construct a parse tree of regular node, and delegate rendering to
that.


Material Changes in this CL
===========================
Previously, any node could be marked synthetic.  Now only
FunctionConstructors and Identifiers can.  Since SyntheticNodes.java
now knows about JS node types, I moved it into ...parser.js from
...parser.

Previously there was one rewriter rule that did an expandAll on any
synthetic node.  Now there is one per specific construct that we want
to pass through.

Changed QuasiBuilder so that when it parses a quasiliteral,
identifiers that end in __ are marked synthetic since they are clearly
intentional rules violations.

Added /*@synthetic*/ syntax to specify that the next synthesizable node
in a quasiliteral should be synthetic when produced in subst.


Other Changes in this CL
========================
Got rid of all the semicolon insertion warnings from
DefaultCajaRewriterTest's logs.

Fixed bug:  parser was expecting a semicolon after with-statements.


Open Questions
==============
Why do we need to ignore synthetic functions in determining in which
scope temporaries are declared?


Still TODO
==========
Define custom nodes for html event handlers and other code generators,
and get rid of the rules for Identifier and FunctionConstructor.




git-svn-id: https://google-caja.googlecode.com/svn/trunk@2085 360991c0-9f3b-0410-ba87-8b362a00edf4
"
229,30ba0d1,"['Testing', 'Maintenance']","faster ParseTreeNode visitor
http://codereview.appspot.com/6305076

ParseTreeNode has tree-walk methods called acceptPreOrder and
acceptPostOrder that are worst-case O(n) space and O(n**2) time.

The O(n) space is because ParseTreeNode does not have a link
to the node's parent, but some visitors want to know a node's
parent, so the tree-walker constructs a new AncestorChain object
to hold a node and its parent, then gives that AncestorChain to
the visitor.  This is wasted effort when a visitor doesn't care
about a node's parent.

The O(n**2) time is because the tree-walker tries to be robust
against mutations to the tree that affect the current node's
place in the tree, so before (or after) visiting each node,
it checks whether the node is still a child of the parent,
which requires a linear search of the parent's children list.

So, previously I had replaced one instance of acceptPreOrder
with a faster visitPreOrder method.

This patch expands on that, makes visitPreOrder faster and
simpler, and also uses it in more places.

R=ihab.awad@gmail.com


git-svn-id: https://google-caja.googlecode.com/svn/trunk@4914 360991c0-9f3b-0410-ba87-8b362a00edf4
"
230,d1000f8,['Documentation'],"Add @since to Striped.
Add @GI to Service#failureCause.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=31355804
"
231,cce57e7,"['Testing', 'Clean up', 'Maintenance']","Reconcile the cancellation semantics for Futures.combine, successfulAsList, allAsList, and withFallback to be consistent with Futures.transform.  Now, all cancellations are back-propagated to the input futures.  We also expose the interruption state in AbstractFuture with a protected method.  To ensure the interruption state is correct and threadsafe, we add an additional state to AbstractFuture's inner Sync class to atomically distinguish between cancelled and interrupted.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=33468640
"
232,2fceef6,['Bug fix'],"This CL fixes method calls that incorrectly ignore the return
value. Method calls with no side-effect are pointless if you
ignore the value returned. Also, this error is triggered if the
return value of a method that has been annotated with
@CheckReturnValue is ignored. This an automated fix using
error-prone.

We intend to make this a compilation error in Google's Java compiler,
so it is necessary to fix existing occurrences first to avoid breaking
builds.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=37689226
"
233,53ae716,"['Testing', 'Maintenance', 'Refactoring']","Soy: hide MsgHtmlTagNode ctor behind Builder.

Same goals and techniques as []
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=87729989
"
234,e2611ba,['Bug fix'],"Soy jbcsrc: don't insert CHECKCAST opcodes that cast to less specific types.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=98137893
"
235,4aa958d,"['Testing', 'Debug', 'Maintenance', 'Build']","A bunch of small changes to jbcsrc to speed up compilation.
* Extract constants for org.objectweb.asm.Type objects wherever possible.  Internally, these are represented as a String and so Type.getType(Class) does a bunch of string manipulation.  Promoting to constants amortizes this.
* Make ClassData no-longer be an @AutoValue.  @AutoValue by default clone()s primitive arrays on access (!) and so by not being an @AutoValue we can avoid a bunch of accidental buffer copies.
* Introduce a generic debug flag and use it to guard a bunch of checks in the compiler.  All of the checks are generally redundant with bytecode verification.  So now they will only be enabled in tests.

For the integration tests:
with this cl

Compilation took 793.9 ms
  templates: 273
    classes: 973
      bytes: 2,658,790
     fields: 2,911
Loaded all classes in 875.0 ms

prior to this cl
Compilation took 1.806 s
  templates: 273
    classes: 973
      bytes: 2,669,983
     fields: 2,911
Loaded all classes in 2.019 s
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=98875721
"
236,f0e2a3e,"['Testing', 'Maintenance']","Add a 'lazy' mode to jbcsrc which compiles templates on demand rather than all at once, by creating a custom classloader that can compile templates.

This helps enable incremental compilation by reducing the number of templates that need to get compiled at any given time.  Future work will try to avoid recompiling templates that haven't changed.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=99771747
"
237,c3d5d9a,"['Maintenance', 'Clean up']","Perform a few followon cleanups to the bazel worker support

* remove a number of dead private functions in rules.bzl
* migrate the CompilationMetadataGenerator to be an AbstractSoyCompiler and use the uber compiler.  This enables some cleanups in MainClassUtils and the rule definitions
* perform plugin filtering in af_soy_plugin and af_soy_options instead of immediately prior to invoking the compiler.  This should be more efficient in skylark.

After all that, MainClassUtils was just a bunch of commandline argument stuff, so i renamed it to SoyCmdLineParser

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=161309237
"
238,8a5ac2d,"['Testing', 'Feature Add']","Add support for compiling protos in our open source release and release the conformance system as an initial test case.

This relies on a maven plugin that invokes the proto compiler on our behalf.  It automatically detects the operating system/architecture and invokes a prebuilt protoc binary.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=163232061
"
239,7a7bbf7,"['Testing', 'Maintenance']","Use JsonReader internally rather than JsonParserJavacc.

For raw parsing (ie. new JsonParser().parse()) the parse time has improved substantially. For example, JsonParserJavacc parsed my 48KiB buzz feed in 4.8ms. JsonReader parses the same feed in 0.9ms.

http://microbenchmarks.appspot.com/run/limpbizkit@gmail.com/com.google.gson.GsonBenchmark/430001
"
240,f1f8b66,['Maintenance'],"Implemented support for FieldNamingPolicy with MiniGson.
"
241,553fa6b,['Clean up'],"Prepare to replace JsonReader with JsonReader2
"
242,b6a625f,['Bug fix'],"fixed issue 469 by adding a TypeAdapterFactory for throwables that ignores cause if it is self-referencing
"
243,410b4a8,['Maintenance'],"Optimizing for memory
"
244,67af0dd,"['Testing', 'Documentation']","Added javadoc comment in JsonAdapter explaining the usage for fields.
Added a (broken) test the ensure a field annotation for JsonAdapter supersedes a class annotation.
"
245,de8ffd9,"['Testing', 'Feature Add', 'Maintenance']","Change implementation to introduce new annotations @EncodedPath and @EncodedQuery that add path or query parameters without URL encoding them first.
"
246,368aa9e,"['Testing', 'Feature Add']","Plugin Manager Changes so that we can download .jar files directly without having to repackage them as .zip packages.
"
247,0234aac,['Clean up'],"Removed executeCommand from interface.
"
248,7e176c40,['Maintenance'],"Added some new commands mostly to make debugging easier.
"
249,93bd1b4,['Bug fix'],"Fixed issue with unique titles not being counted correctly.
"
250,08749a2,['Feature Add'],"Added interfaces for Seeker2 and Scheduler2. This is not comprehensive. There are still changes for capture devices to be committed at a later date.
"
251,b40090f,['Maintenance'],"Improved detection of unpopulated stations and improved the series description fallback to program so it will only import the preferred language.
"
252,2a441e5,"['Maintenance', 'Feature Add']","Added Scheduled Direct encoded URL's to Person objects.
"
253,fca311a,['Maintenance'],"Updated EPG.java, WarlockRipper.java and EPGDataSource.java to use defined generic types and added EPG property methods.
"
254,bb0e468c,['Maintenance'],"Eliminated StringBuilder from leading zero method and added methods to remove 00's from program ID's when appropriate.
"
255,b604b3e7,['Initialization'],"Created POGO, deserializers and a few methods to help convert between SD and SageTV for GSON.
"
256,66c3f4f9,"['Testing', 'Refactoring']","Move the findLocalAndInheritedMethods method out of AutoValueProcessor and into MoreElements.

-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=98943442
"
257,cddbceb,"['Testing', 'Maintenance', 'Feature Add']","In @AutoValue classes, implement an abstract method `Builder toBuilder()` if there is one. Also, improve some error messages about incorrect types by including type parameters. For example, if the Builder.build() method is supposed to return Foo<T> then say Foo<T> and not just Foo.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=84167112
"
258,322588e,['Feature Add'],"Remove the MOE annotations hiding AutoValue.Builder from the outside world. AutoValue.Builder is not yet ready, but the documentation says as much.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=81715542
"
259,5c02043,"['Testing', 'Build', 'Maintenance']","Now that AutoValueProcessor depends on MoreTypes, and therefore transitively on Guava, there is no point in depriving it of direct access to Guava Goodness. This CL applies GG in the most obvious places.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=70111508
"
260,2fbc730,"['Testing', 'Maintenance']","In AutoValue, replace uses of Set<TypeMirror> with a custom TypeMirrorSet. TypeMirror instances don't always compare equal even when they refer to the same type, so using Set<TypeMirror> can produce anomalous results.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=69698186
"
261,3b85896,"['Testing', 'Clean up', 'Feature Add']","In AutoValueProcessor, replace the funky custom template language for code generation with Apache Velocity.
-------------
Created by MOE: http://code.google.com/p/moe-java
MOE_MIGRATED_REVID=67049155
"
262,ebf4176,['Maintenance'],Update RegisterValuesParser.java
263,5717027,['Maintenance'],Update PostgreSQLProjectCreator.java
264,ee82c61,['Maintenance'],Update PostgreSQLSectionFunctions.java
265,d4356fc,['Maintenance'],Fix E00140 when creating project.
266,35d20e3,['Maintenance'],"Change traditional for-each loop to Java8's Stream API construction

I want to check, is it possible to use Java8's constructions here."
267,1784c66,['Maintenance'],Update StreamUtils.java
268,edb60db,['Maintenance'],"Fix logik, implement TODO

It is a risky way to use assertions in catch block (in the public method), even when the probability of exception is very low. Assertions can be disabled.

Add logging with NaviLogger"
269,e2e6bea,['Maintenance'],Update CollectionHelpers.java
270,fdfb3ae,['Maintenance'],Update RegisterValues.java
271,36bfd70,"['Testing', 'Maintenance']","Wired up unsubscription for HystrixCollapsers and HystrixObservableCollapsers
"
272,e4c4c88,"['Refactoring', 'Feature Add', 'Build']","HystrixCommandMetrics buckets metrics and writes them to Subjects for querying
"
273,a296d80,['Maintenance'],"rx.util.functions -> rx.functions
"
274,9f8c742,['Maintenance'],"Upgrade to RxJava 0.17 - work in progress, tests failing
"
275,1eb528e,['Feature Add'],"Hystrix non blocking command, a copy paste of hystrix command with
changes to support non blocking behavior
"
276,123598a,['Documentation'],"improve clarity of javadoc for how RuntimeExceptions are thrown from queue()
"
277,f13314a,"['Refactoring', 'Documentation']","Add Javadoc for HystrixMetrics
"
278,2ff16ff,"['Clean up', 'Feature Add', 'Maintenance']","Modelling command max-concurrency as a stream
"
279,90a9e47,['Build'],"upgrading to c* 1.2.0-beta3, and needed to fix one small compilation problem
"
280,553c79c,['Maintenance'],"we've got config options for setting auth classes, but forgot to write it out to the yaml.
"
281,e27f856,['Bug fix'],"Fixed several typos of components.
"
282,da5fe71,"['Bug fix', 'Maintenance']","Fixed typo in class name and changed double comparison
"
283,24a6e47,"['Maintenance', 'Build']","update to use jcloud latested
"
284,bc964a4,['Maintenance'],"Record the suffix-stripped version of termination events by the CloudFormationChaosMonkey to correctly respect maxTerminationsPerDay
"
285,cdf4169,['Maintenance'],"Each strategy can be enabled / disabled through a config key
"
286,43ce7d5,['Feature Add'],"Add non-SDB recorder, for use outside AWS.
"
287,0de293,['Merge'],"Merge branch 'master' into add_cross_zone_lb_conformity_rule

* master:
  The original condition should be returned in addition to the new one since unit-test will otherwise fail: the reason for that is that the unit-test checks two things: 1. selected instances 2. terminated
  maxTerminationsPerDay was checked only once for the group before the iteration over the instances while ee should check if maxTerminationsPerDay was exceeded before trying to terminate *any* instance.
"
288,e4b06fc,"['Testing', 'Maintenance']","For Issue #88: Add support to load application properties that override library properties
"
289,5abf02a,"['Testing', 'Feature Add']","Attempt to integrate my CachedProperties implementation into Archaius

- Added a simple benchmark to compare the implementations.

- Added an attempt at DynamicPrimitiveBooleanProperty which (unlike my CachedProperties) extends the normal PropertyWrapper.
"
290,5894d1e,['Clean up'],"Make structure more of skeleton
"
291,c440848,"['Testing', 'Feature Add', 'Documentation']","Adding unit tests.  Cache socket timeout to avoid unnecessary calls to SO_TIMEOUT.
"
292,59899ba,"['Testing', 'Clean up', 'Maintenance', 'Build']","Fix SmaLatencyScoreStrategyImpl to not depend on ConnectionPoolConfiguration.  Remove dependency on Guava.
"
293,bc2cb53,"['Testing', 'Maintenance', 'Build']","https://github.com/Netflix/astyanax/issues/75
https://github.com/Netflix/astyanax/issues/56
https://github.com/Netflix/astyanax/issues/70
https://github.com/Netflix/astyanax/issues/69

Change default port to 9160 from 7102
Support specifying CQL version.  Default is a no op.
Improve concurrency of getAllRows with callback by splitting the tokens
into N token ranges to be processed by different threads.
Add missing duplicate to BoundedExponentialBackoff
Use embedded cassandra in unit tests
"
294,1e34eca,"['Testing', 'Maintenance', 'Feature Add']","Improved handling of cassandra timeouts.
"
295,7b60d06,"['Maintenance', 'Refactoring', 'Feature Add', 'Build']","Connection pool operation filters.  TTL column to JsonRowsWriter.
"
296,1e4bd47,"['Testing', 'Build', 'Feature Add']","revamped the API for entity store: deprecated old APIs; created new EntityPersister as the main simplified API
"
297,fdb64e2,['Merge'],"Merge branch 'master' of github.com:Netflix/astyanax
"
298,337c1f5,"['Testing', 'Maintenance']","cleaning up unit tests
"
299,4d251f9,"['Testing', 'Maintenance']","revise jsr-250 annotation processing per feedback
"
300,c632bd2,"['Testing', 'Refactoring', 'Feature Add', 'Clean up']","Simplify all AutoModuleBuilder functionality and merge with the Governator class.  Introduce the concept of GovernatorConfiguration for dealing with the bootstrap aspects of auto module loading.
"
301,806de48,"['Testing', 'Feature Add', 'Clean up']","Code cleanup.  Documentation. Fix unit test
"
302,22ec7f3,"['Testing', 'Maintenance', 'Clean up', 'Feature Add']","Proper module dependencies

Add new annotation @Modules that can be applied to a Module derived
class.  @Modules will be used to auto install modules transitively.
Legacy module dependency via @Inject into a module's constructor is
still supported.
"
303,e77b6b0,"['Testing', 'Maintenance']","Switched to xbean based classpath scanner
"
304,07e3047,"['Testing', 'Feature Add', 'Clean up', 'Maintenance']","WIP
"
305,53ca660,"['Testing', 'Bug fix']","Fix injecting of EventBus into DiscoveryClient

Discovery client currently does a bunch of stuff in the constructor.
These operations previous saw a null eventBus because it is optional.
The fix ensures that the optional EventBus is properly resolved before
the constructor is called
Disable the DiscoveryStatusCheckTest until we can write a more robust
mock server.
"
306,bfde56c,"['Testing', 'Refactoring', 'Maintenance']","Wrapping the discoveryClient's heartbeat and cacheRefresh threads in
a supervisor thread that enforces timeouts.
"
307,6fa935c,['Maintenance'],Two phase shutdown
308,9a4c1c7,['Rename'],Rename JPAUtils.java to JpaUtils.java
309,8718184,"['Feature Add', 'Maintenance']","complete producer cycle with working restore and other stages stubbed
"
310,859578b,"['Feature Add', 'Maintenance']","keep staged artifacts between stages; cleanup when cycle complete
"
311,5298804,['Feature Add'],"Adding listener event on task to populate data into write state and adding PublishStatus to get details on blob published
"
312,cd66dde,['Maintenance'],"do not change API for delegates
"
313,7f577bd,"['Testing', 'Maintenance', 'Feature Add']","Completing a portion of the CPL conformance checks.
"
314,f9f9568,['Maintenance'],"More IMF Workflow related changes mostly to provide more information about Audio Essences and EssenceDescriptors in general. Slightly modified the ResourceByteRangeProvider interface by adding another method to retrieve byte ranges within a IMF/MXF file as a byte[]
"
315,3f03eba,"['Maintenance', 'Feature Add']","First pass changes for implementing a RESTful interface in preparation for a WebService wrapping photon.
"
316,4557621,"['Testing', 'Feature Add']","Adding class hierarchy for track resource
"
317,825ed5b,"['Maintenance', 'Cross']","Committing some changes to enable error logging while checking for IMF constraints on the Essence Component.
"
318,1b4b31a,"['Testing', 'Refactoring']","Modifying the location of the VirtualTrack homogeneity check, we will now perform this check while creating the Composition canonical model at the time we check the virtual tracks.
"
319,28e8b5d,"['Clean up', 'Maintenance']","First step to storing and using the fully qualified namespace for the DOM Node elements in the DOMNodeObjectModel.
"
320,d77415b,['Maintenance'],"In order to preserve backwards compatibility getDuration() within a Composition's Virtual track will return the Virtual Track duration in Composition Edit Units. A new method has been added to return the track duration in track edit rate units.
"
321,235b466,['Maintenance'],"CLDMTA-576 add level for crude filtering
"
322,3725664,"['Clean up', 'Maintenance']",Renamed PeakRateIntervalCounter to PeakRateCounter and incorporated changes from previous review
323,c2143a2,"['Testing', 'Feature Add', 'Maintenance']","Work in progress to migrate away from LoadingCache
"
324,2296c97,['Documentation'],"Add javadocs and missing constructor
"
325,126e976,"['Testing', 'Bug fix']","AVRO-906. Java: Fix so that ordering of schema properties is consistent.

git-svn-id: https://svn.apache.org/repos/asf/avro/trunk@1179356 13f79535-47bb-0310-9956-ffa450edef68
"
326,2df0775,"['Testing', 'Maintenance']","AVRO-2003: Report specific location of schema incompatibilities

Closes #201

Signed-off-by: Nandor Kollar <nkollar@apache.org>
"
327,a39e6de,"['Testing', 'Bug fix']","AVRO-1099. Java: Fix JsonDecoder to permit floats and doubles to be read from JSON values without decimal points, and for ints and longs to be read from JSON values with decimal points.

git-svn-id: https://svn.apache.org/repos/asf/avro/trunk@1347779 13f79535-47bb-0310-9956-ffa450edef68
"
328,2020c8a,"['Testing', 'Maintenance', 'Bug fix']","AVRO-1046. Java: Fix ReflectDatumReader to be able to read generic and specific arrays.

git-svn-id: https://svn.apache.org/repos/asf/avro/trunk@1339864 13f79535-47bb-0310-9956-ffa450edef68
"
329,fa0059c,"['Maintenance', 'Bug fix']","AVRO-607: Java: Make SpecificData schema cache thread-safe.

Changed SpecificData.getSchema to use a thread-safe Cache class from
Google Guava.
"
330,50baf4c,"['Testing', 'Bug fix']","AVRO-1368. Fix SpecificDatumWriter to, when writing a string schema, not silently convert any object to a string.  Contributed by Christophe Taton.

git-svn-id: https://svn.apache.org/repos/asf/avro/trunk@1520141 13f79535-47bb-0310-9956-ffa450edef68
"
331,44c72c3,"['Testing', 'Bug fix']","[OPTIQ-434] FilterAggregateTransposeRule loses conditions that cannot be pushed
"
332,c2059f1,"['Testing', 'Maintenance']","[CALCITE-953] Improve RelMdPredicates to deal with RexLiteral (Pengcheng Xiong)
"
333,2c339be,"['Testing', 'Bug fix']"," [CALCITE-926] Rules fail to match because of missing link to parent equivalence set (Maryann Xue)
"
334,e117c10,"['Testing', 'Feature Add']","[CALCITE-1645] In MATCH_RECOGNIZE clause, support ONE ROW PER MATCH and ALL ROWS PER MATCH (Zhiqiang-He)

Close apache/calcite#452
"
335,3c32deb,"['Testing', 'Bug fix']","[OPTIQ-412] RelFieldTrimmer: when trimming SortRel, the collation and trait set don't match
"
336,ee0afb6,"['Testing', 'Bug fix']","[CALCITE-1898] LIKE must match '.' (period) literally
"
337,316a058,"['Testing', 'Maintenance', 'Feature Add']","[CALCITE-1637] Add mutable equivalents for all relational expressions
"
338,24276d6,['Maintenance'],"[CALCITE-1107] Make SqlSumEmptyIsZeroAggFunction constructor public (Minji Kim)

Close apache/calcite#242
"
339,9f44aea,"['Testing', 'Maintenance', 'Feature Add']","[CALCITE-1448] Add rules to flatten and prune Intersect and Minus

New instances of UnionMergeRule flatten trees of Intersect and Minus
operators into nodes that have more than 2 inputs.

New rules in PruneEmptyRules act on Intersect and Minus that have
empty inputs, either converting them to the empty relational
expression or removing empty inputs.

RelBuilder now allows Minus to have more than 2 inputs.
"
340,e4d3ad0,"['Testing', 'Maintenance', 'Bug fix']","[CALCITE-1522] Fix error message for SetOp with incompatible args (Jess Balint)

Close apache/calcite#331
"
341,1f91bbf,"['Testing', 'Maintenance', 'Bug fix']","[CALCITE-397] ""SELECT DISTINCT *"" on reflective schema gives ClassCastException at runtime
"
342,55fbf04,"['Testing', 'Documentation', 'Module Remove', 'Build']","Fix 'mvn site' on JDK 1.8 and enable in Travis-CI.

Fix several javadoc errors and warnings.

Remove some duplicate package-info.java files.

Remove versions of maven plugins where apache pom already specifies a version.
"
343,47c8df9,"['Testing', 'Maintenance']","[CALCITE-1833] User-defined aggregate functions with more than one parameter (hzyuemeng1)

I don't like the fact that SqlUserDefinedAggregateFunction now has a
type factory field. I see why it is necessary - because the
SqlFunction.getParamTypes method does not take a type factory argument -
but we should consider changing it in future.

Close apache/calcite#481
"
344,1580bd0,['Bug fix'],"[CALCITE-821] Frameworks gives NPE when FrameworkConfig has no default schema
"
345,915c218,"['Testing', 'Build', 'Maintenance']","[CALCITE-1807] Upgrade to Avatica 1.10.0

Includes fix to [CALCITE-1664] CAST('<string>' as TIMESTAMP) adds part of sub-second fraction to the value

Replace uses of DateTimeUtils.GMT_Zone with UTC_ZONE.
"
346,c3bf95b,"['Testing', 'Feature Add']","[OPTIQ-402] Lattice should create materializations on demand
"
347,e9b1c00,"['Maintenance', 'Clean up']","FindBugs: Unnecessary check

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1696993 13f79535-47bb-0310-9956-ffa450edef68
"
348,531b184,['Documentation'],"Remove inaccurate TODOs

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1696349 13f79535-47bb-0310-9956-ffa450edef68
"
349,ae57c74,['Indentation'],"Fix incorrect indentation, thanks to Michael Ernst. This closes #18

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1812710 13f79535-47bb-0310-9956-ffa450edef68
"
350,12bea29,['Maintenance'],"Need direct setter for n

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1697716 13f79535-47bb-0310-9956-ffa450edef68
"
351,4044847,"['Documentation', 'Maintenance']","Tidy up

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1702398 13f79535-47bb-0310-9956-ffa450edef68
"
352,3c08cbd,"['Feature Add', 'Maintenance']","Gradually working towards restoring binary compatibility
Restore deprecated methods for now

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1702419 13f79535-47bb-0310-9956-ffa450edef68
"
353,dd04510,"['Maintenance', 'Bug fix']","simplify and avoid NPEs

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1532202 13f79535-47bb-0310-9956-ffa450edef68
"
354,fb3787f,['Maintenance'],"Reverted the return type of the clone methods to Object to preserve the backward compatibility

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1590062 13f79535-47bb-0310-9956-ffa450edef68
"
355,e352fa9,['Maintenance'],"reduce allocations

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/bcel/trunk@1697274 13f79535-47bb-0310-9956-ffa450edef68
"
356,5e415a1,['Bug fix'],"fix TABLESWITCH and LOOKUPSWITCH to visit StackConsumer rather than StackProducer

git-svn-id: https://svn.apache.org/repos/asf/jakarta/bcel/trunk@1081622 13f79535-47bb-0310-9956-ffa450edef68
"
357,a083af5,['Maintenance'],"don't allocate objects if not using them

git-svn-id: https://svn.apache.org/repos/asf/jakarta/bcel/trunk@643700 13f79535-47bb-0310-9956-ffa450edef68
"
358,49d370d,['Maintenance'],"don't allocate a Character object just to convert a char to a String

git-svn-id: https://svn.apache.org/repos/asf/jakarta/bcel/trunk@438630 13f79535-47bb-0310-9956-ffa450edef68
"
359,a9c1ac3,['Bug fix'],"https://issues.apache.org/bugzilla/show_bug.cgi?id=47073 by Mattias Ulbrich

fixed dump of StackMapTable



git-svn-id: https://svn.apache.org/repos/asf/jakarta/bcel/trunk@897702 13f79535-47bb-0310-9956-ffa450edef68
"
360,e7294c1,['Maintenance'],"Invert conditional logic as discussed on the ML (http://markmail.org/message/psfzd3l7yaxx6n5v)

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@1449876 13f79535-47bb-0310-9956-ffa450edef68
"
361,a2ab92c,['Clean up'],"Remove unused imports.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@1819351 13f79535-47bb-0310-9956-ffa450edef68
"
362,20e93a1,['Documentation'],"Fixed typos in JavaDoc - no functional changes

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@1445366 13f79535-47bb-0310-9956-ffa450edef68
"
363,9547acb,['Source Control'],"Revert BEANUTILS-362 Add serialVersionUID to DynaBean/DynaClass implementations

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/trunk@926529 13f79535-47bb-0310-9956-ffa450edef68
"
364,fbf1877,['Maintenance'],"Made the Java 1.5 compiler happy.

Obviously, the compiler needs another reference to T in the method signature.
Otherwise, the type cannot be determined.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/beanutils/branches/java5@1535836 13f79535-47bb-0310-9956-ffa450edef68
"
365,abbaedb,['Clean up'],"[CODEC-151] Remove unnecessary attempt to fill up the salt variable in UnixCrypt

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1379804 13f79535-47bb-0310-9956-ffa450edef68
"
